company,aws_service,datetime,gross_cost
weyland-yutani,sagemaker,2024-10-24 07:00:00,333.07
cyberdyne,infinidash,2024-10-24 10:00:00,248.06
cyberdyne,s3,2024-10-24 10:00:00,4.13
ingen,infinidash,2024-10-24 11:00:00,39.0
ingen,sagemaker,2024-10-24 11:00:00,78.0
ingen,ec2,2024-10-24 11:00:00,643.55
ingen,s3,2024-10-24 14:00:00,3.75
ingen,infinidash,2024-10-24 14:00:00,76.62
weyland-yutani,ec2,2024-10-24 17:00:00,414.45
weyland-yutani,cloudwatch,2024-10-24 17:00:00,24.87
weyland-yutani,infinidash,2024-10-24 22:00:00,364.74
weyland-yutani,ec2,2024-10-24 22:00:00,286.38
weyland-yutani,cloudwatch,2024-10-24 22:00:00,25.6
cyberdyne,infinidash,2024-10-25 02:00:00,599.59
weyland-yutani,cloudwatch,2024-10-25 04:00:00,41.7
weyland-yutani,ec2,2024-10-25 04:00:00,663.87
cyberdyne,cloudwatch,2024-10-25 09:00:00,18.03
weyland-yutani,sagemaker,2024-10-25 11:00:00,1241.03
tyrell,sagemaker,2024-10-25 12:00:00,36.45
cyberdyne,ec2,2024-10-25 13:00:00,230.55
ingen,s3,2024-10-25 14:00:00,8.99
ingen,infinidash,2024-10-25 14:00:00,142.71
weyland-yutani,ec2,2024-10-25 16:00:00,664.81
weyland-yutani,infinidash,2024-10-25 16:00:00,155.67
weyland-yutani,sagemaker,2024-10-25 16:00:00,563.26
cyberdyne,cloudwatch,2024-10-25 19:00:00,10.94
ingen,ec2,2024-10-25 20:00:00,135.38
weyland-yutani,ec2,2024-10-25 21:00:00,749.17
cyberdyne,infinidash,2024-10-25 22:00:00,25.0
weyland-yutani,infinidash,2024-10-26 00:00:00,889.1
weyland-yutani,ec2,2024-10-26 00:00:00,126.57
weyland-yutani,sagemaker,2024-10-26 00:00:00,1700.22
weyland-yutani,cloudwatch,2024-10-26 00:00:00,450.0
weyland-yutani,infinidash,2024-10-26 02:00:00,790.67
weyland-yutani,ec2,2024-10-26 02:00:00,1897.08
weyland-yutani,cloudwatch,2024-10-26 02:00:00,69.59
cyberdyne,ec2,2024-10-26 07:00:00,58.09
weyland-yutani,ec2,2024-10-26 08:00:00,1085.06
ingen,sagemaker,2024-10-26 13:00:00,1081.53
weyland-yutani,sagemaker,2024-10-26 14:00:00,4320.77
weyland-yutani,ec2,2024-10-26 14:00:00,329.05
ingen,infinidash,2024-10-26 17:00:00,439.14
ingen,ec2,2024-10-26 17:00:00,328.99
cyberdyne,sagemaker,2024-10-26 18:00:00,170.66
tyrell,sagemaker,2024-10-26 19:00:00,32.62
weyland-yutani,ec2,2024-10-26 19:00:00,163.92
weyland-yutani,infinidash,2024-10-26 20:00:00,440.93
weyland-yutani,sagemaker,2024-10-26 20:00:00,2394.57
cyberdyne,infinidash,2024-10-26 22:00:00,66.03
cyberdyne,sagemaker,2024-10-26 22:00:00,711.63
weyland-yutani,cloudwatch,2024-10-26 23:00:00,287.29
weyland-yutani,infinidash,2024-10-26 23:00:00,1186.87
weyland-yutani,sagemaker,2024-10-26 23:00:00,225.0
cyberdyne,ec2,2024-10-27 02:00:00,35.11
weyland-yutani,cloudwatch,2024-10-27 03:00:00,450.0
ingen,s3,2024-10-27 06:00:00,37.72
ingen,sagemaker,2024-10-27 06:00:00,477.78
weyland-yutani,cloudwatch,2024-10-27 08:00:00,74.33
weyland-yutani,infinidash,2024-10-27 08:00:00,112.5
ingen,s3,2024-10-27 09:00:00,58.9
weyland-yutani,sagemaker,2024-10-27 10:00:00,2628.35
weyland-yutani,infinidash,2024-10-27 10:00:00,960.43
cyberdyne,ec2,2024-10-27 11:00:00,39.75
cyberdyne,s3,2024-10-27 11:00:00,1.45
weyland-yutani,cloudwatch,2024-10-27 12:00:00,89.36
weyland-yutani,ec2,2024-10-27 12:00:00,1020.81
cyberdyne,ec2,2024-10-27 14:00:00,92.49
cyberdyne,infinidash,2024-10-27 14:00:00,97.6
ingen,cloudwatch,2024-10-27 14:00:00,36.69
ingen,s3,2024-10-27 14:00:00,154.93
ingen,s3,2024-10-27 17:00:00,156.0
ingen,ec2,2024-10-27 17:00:00,47.71
weyland-yutani,cloudwatch,2024-10-27 17:00:00,44.08
weyland-yutani,sagemaker,2024-10-27 17:00:00,488.66
weyland-yutani,ec2,2024-10-27 17:00:00,109.81
weyland-yutani,s3,2024-10-27 17:00:00,72.7
cyberdyne,infinidash,2024-10-27 20:00:00,86.57
weyland-yutani,infinidash,2024-10-27 23:00:00,185.91
cyberdyne,ec2,2024-10-28 00:00:00,18.21
cyberdyne,cloudwatch,2024-10-28 00:00:00,84.89
weyland-yutani,cloudwatch,2024-10-28 00:00:00,50.31
cyberdyne,s3,2024-10-28 06:00:00,28.66
ingen,cloudwatch,2024-10-28 06:00:00,44.59
weyland-yutani,s3,2024-10-28 06:00:00,107.74
weyland-yutani,ec2,2024-10-28 06:00:00,492.27
weyland-yutani,sagemaker,2024-10-28 06:00:00,9000.0
cyberdyne,sagemaker,2024-10-28 09:00:00,494.34
cyberdyne,cloudwatch,2024-10-28 09:00:00,100.0
cyberdyne,cloudwatch,2024-10-28 10:00:00,7.58
cyberdyne,infinidash,2024-10-28 10:00:00,25.0
weyland-yutani,cloudwatch,2024-10-28 11:00:00,35.36
weyland-yutani,ec2,2024-10-28 11:00:00,358.64
weyland-yutani,infinidash,2024-10-28 11:00:00,2033.22
cyberdyne,ec2,2024-10-28 16:00:00,65.27
cyberdyne,infinidash,2024-10-28 16:00:00,160.92
cyberdyne,ec2,2024-10-28 17:00:00,66.59
weyland-yutani,ec2,2024-10-28 17:00:00,339.75
cyberdyne,infinidash,2024-10-28 18:00:00,194.53
tyrell,sagemaker,2024-10-28 21:00:00,15.43
weyland-yutani,sagemaker,2024-10-28 23:00:00,3864.19
weyland-yutani,cloudwatch,2024-10-28 23:00:00,100.09
cyberdyne,cloudwatch,2024-10-29 00:00:00,34.26
cyberdyne,infinidash,2024-10-29 00:00:00,689.08
weyland-yutani,sagemaker,2024-10-29 00:00:00,1034.8
weyland-yutani,ec2,2024-10-29 00:00:00,122.25
weyland-yutani,infinidash,2024-10-29 00:00:00,168.83
ingen,infinidash,2024-10-29 04:00:00,236.79
weyland-yutani,ec2,2024-10-29 04:00:00,965.93
weyland-yutani,ec2,2024-10-29 05:00:00,331.88
weyland-yutani,infinidash,2024-10-29 05:00:00,921.39
weyland-yutani,cloudwatch,2024-10-29 13:00:00,20.43
cyberdyne,sagemaker,2024-10-29 14:00:00,349.5
cyberdyne,cloudwatch,2024-10-29 14:00:00,19.28
ingen,infinidash,2024-10-29 14:00:00,48.65
ingen,ec2,2024-10-29 14:00:00,627.57
ingen,cloudwatch,2024-10-29 14:00:00,5.03
weyland-yutani,cloudwatch,2024-10-29 16:00:00,207.09
weyland-yutani,sagemaker,2024-10-29 16:00:00,9000.0
weyland-yutani,infinidash,2024-10-29 16:00:00,1047.41
cyberdyne,infinidash,2024-10-29 17:00:00,76.48
ingen,ec2,2024-10-29 19:00:00,123.63
weyland-yutani,sagemaker,2024-10-29 22:00:00,247.58
weyland-yutani,infinidash,2024-10-29 23:00:00,413.57
cyberdyne,cloudwatch,2024-10-30 01:00:00,24.06
ingen,cloudwatch,2024-10-30 05:00:00,30.68
ingen,infinidash,2024-10-30 05:00:00,651.6
weyland-yutani,ec2,2024-10-30 05:00:00,287.22
cyberdyne,ec2,2024-10-30 06:00:00,50.44
cyberdyne,cloudwatch,2024-10-30 07:00:00,92.66
weyland-yutani,sagemaker,2024-10-30 07:00:00,1693.98
ingen,s3,2024-10-30 08:00:00,12.67
ingen,cloudwatch,2024-10-30 08:00:00,5.16
tyrell,sagemaker,2024-10-30 08:00:00,103.37
cyberdyne,sagemaker,2024-10-30 10:00:00,343.31
cyberdyne,s3,2024-10-30 10:00:00,7.59
cyberdyne,infinidash,2024-10-30 11:00:00,119.49
cyberdyne,s3,2024-10-30 11:00:00,4.74
cyberdyne,ec2,2024-10-30 11:00:00,28.72
weyland-yutani,cloudwatch,2024-10-30 13:00:00,242.7
cyberdyne,ec2,2024-10-30 15:00:00,24.19
cyberdyne,cloudwatch,2024-10-30 15:00:00,37.99
cyberdyne,sagemaker,2024-10-30 15:00:00,1204.44
weyland-yutani,cloudwatch,2024-10-30 15:00:00,123.45
weyland-yutani,infinidash,2024-10-30 15:00:00,582.72
weyland-yutani,sagemaker,2024-10-30 19:00:00,2318.22
weyland-yutani,ec2,2024-10-30 19:00:00,256.81
ingen,cloudwatch,2024-10-30 20:00:00,9.48
cyberdyne,infinidash,2024-10-30 21:00:00,176.38
weyland-yutani,cloudwatch,2024-10-30 21:00:00,140.81
cyberdyne,cloudwatch,2024-10-30 22:00:00,100.0
cyberdyne,s3,2024-10-30 23:00:00,2.99
cyberdyne,cloudwatch,2024-10-31 03:00:00,12.25
cyberdyne,ec2,2024-10-31 03:00:00,80.46
cyberdyne,s3,2024-10-31 08:00:00,56.9
weyland-yutani,infinidash,2024-10-31 11:00:00,3375.0
cyberdyne,infinidash,2024-10-31 14:00:00,193.65
tyrell,s3,2024-10-31 14:00:00,2.71
weyland-yutani,infinidash,2024-10-31 16:00:00,152.83
weyland-yutani,ec2,2024-10-31 16:00:00,767.87
ingen,cloudwatch,2024-10-31 17:00:00,12.8
ingen,s3,2024-10-31 17:00:00,33.97
ingen,ec2,2024-10-31 17:00:00,15.600000000000001
cyberdyne,infinidash,2024-10-31 20:00:00,611.89
weyland-yutani,sagemaker,2024-10-31 21:00:00,2633.9
weyland-yutani,ec2,2024-10-31 21:00:00,86.77
weyland-yutani,infinidash,2024-10-31 21:00:00,355.75
weyland-yutani,cloudwatch,2024-10-31 21:00:00,450.0
cyberdyne,ec2,2024-11-01 00:00:00,19.03
weyland-yutani,sagemaker,2024-11-01 00:00:00,3494.57
weyland-yutani,infinidash,2024-11-01 00:00:00,995.13
cyberdyne,infinidash,2024-11-01 01:00:00,25.0
weyland-yutani,cloudwatch,2024-11-01 03:00:00,55.16
ingen,s3,2024-11-01 05:00:00,18.39
ingen,s3,2024-11-01 07:00:00,58.12
cyberdyne,s3,2024-11-01 08:00:00,6.51
ingen,infinidash,2024-11-01 09:00:00,307.0
ingen,s3,2024-11-01 09:00:00,6.66
ingen,infinidash,2024-11-01 11:00:00,81.69
tyrell,sagemaker,2024-11-01 11:00:00,114.02
weyland-yutani,cloudwatch,2024-11-01 11:00:00,116.67
weyland-yutani,s3,2024-11-01 11:00:00,43.75
cyberdyne,sagemaker,2024-11-01 14:00:00,57.44
cyberdyne,infinidash,2024-11-01 14:00:00,193.58
cyberdyne,cloudwatch,2024-11-01 14:00:00,18.64
weyland-yutani,infinidash,2024-11-01 15:00:00,1732.03
weyland-yutani,ec2,2024-11-01 15:00:00,913.58
weyland-yutani,cloudwatch,2024-11-01 15:00:00,95.32
tyrell,sagemaker,2024-11-01 16:00:00,13.3
ingen,s3,2024-11-01 18:00:00,19.38
weyland-yutani,infinidash,2024-11-01 20:00:00,766.11
weyland-yutani,sagemaker,2024-11-01 20:00:00,3260.19
weyland-yutani,cloudwatch,2024-11-01 22:00:00,40.1
weyland-yutani,sagemaker,2024-11-01 23:00:00,1610.38
weyland-yutani,infinidash,2024-11-02 00:00:00,218.64
weyland-yutani,ec2,2024-11-02 00:00:00,171.5
ingen,ec2,2024-11-02 02:00:00,107.04
weyland-yutani,sagemaker,2024-11-02 02:00:00,637.91
weyland-yutani,infinidash,2024-11-02 02:00:00,3375.0
weyland-yutani,s3,2024-11-02 02:00:00,42.16
weyland-yutani,cloudwatch,2024-11-02 02:00:00,24.69
cyberdyne,ec2,2024-11-02 09:00:00,21.54
ingen,s3,2024-11-02 10:00:00,26.22
ingen,ec2,2024-11-02 10:00:00,261.72
weyland-yutani,sagemaker,2024-11-02 10:00:00,3396.04
weyland-yutani,infinidash,2024-11-02 13:00:00,3375.0
weyland-yutani,cloudwatch,2024-11-02 13:00:00,66.98
cyberdyne,ec2,2024-11-02 15:00:00,77.27
cyberdyne,cloudwatch,2024-11-02 15:00:00,2.9
ingen,cloudwatch,2024-11-02 15:00:00,104.46
ingen,s3,2024-11-02 15:00:00,10.44
ingen,sagemaker,2024-11-02 15:00:00,196.46
ingen,cloudwatch,2024-11-02 17:00:00,66.38
weyland-yutani,ec2,2024-11-02 17:00:00,171.03
weyland-yutani,cloudwatch,2024-11-02 17:00:00,9.22
weyland-yutani,infinidash,2024-11-02 17:00:00,112.5
tyrell,cloudwatch,2024-11-02 18:00:00,0.23
ingen,s3,2024-11-02 19:00:00,146.56
cyberdyne,sagemaker,2024-11-02 20:00:00,272.85
cyberdyne,s3,2024-11-02 21:00:00,21.96
cyberdyne,sagemaker,2024-11-02 21:00:00,441.04
cyberdyne,ec2,2024-11-02 21:00:00,291.65
weyland-yutani,cloudwatch,2024-11-02 21:00:00,113.78
ingen,ec2,2024-11-03 00:00:00,30.63
weyland-yutani,cloudwatch,2024-11-03 00:00:00,90.46
weyland-yutani,infinidash,2024-11-03 01:00:00,403.87
cyberdyne,s3,2024-11-03 03:00:00,8.82
cyberdyne,ec2,2024-11-03 03:00:00,83.3
cyberdyne,sagemaker,2024-11-03 07:00:00,819.63
cyberdyne,s3,2024-11-03 07:00:00,38.27
weyland-yutani,ec2,2024-11-03 07:00:00,385.85
weyland-yutani,infinidash,2024-11-03 07:00:00,742.25
ingen,ec2,2024-11-03 12:00:00,227.28
weyland-yutani,infinidash,2024-11-03 14:00:00,1734.92
weyland-yutani,sagemaker,2024-11-03 18:00:00,651.21
ingen,infinidash,2024-11-03 19:00:00,182.31
ingen,cloudwatch,2024-11-03 19:00:00,19.43
weyland-yutani,infinidash,2024-11-03 21:00:00,343.0
cyberdyne,infinidash,2024-11-03 22:00:00,90.92
ingen,cloudwatch,2024-11-04 00:00:00,34.49
ingen,s3,2024-11-04 00:00:00,14.91
cyberdyne,infinidash,2024-11-04 02:00:00,120.41
ingen,s3,2024-11-04 02:00:00,20.26
ingen,ec2,2024-11-04 02:00:00,93.03
cyberdyne,s3,2024-11-04 07:00:00,16.94
weyland-yutani,sagemaker,2024-11-04 07:00:00,4060.25
ingen,ec2,2024-11-04 12:00:00,434.27
ingen,s3,2024-11-04 12:00:00,111.73
weyland-yutani,cloudwatch,2024-11-04 12:00:00,11.51
weyland-yutani,infinidash,2024-11-04 12:00:00,172.17
ingen,s3,2024-11-04 16:00:00,35.34
ingen,ec2,2024-11-04 16:00:00,39.64
cyberdyne,cloudwatch,2024-11-04 20:00:00,1.0
cyberdyne,ec2,2024-11-04 20:00:00,69.93
cyberdyne,s3,2024-11-04 20:00:00,20.04
ingen,infinidash,2024-11-04 21:00:00,635.11
weyland-yutani,cloudwatch,2024-11-04 21:00:00,284.54
weyland-yutani,sagemaker,2024-11-05 00:00:00,4333.64
cyberdyne,s3,2024-11-05 01:00:00,1.4
weyland-yutani,cloudwatch,2024-11-05 02:00:00,31.64
weyland-yutani,infinidash,2024-11-05 02:00:00,162.99
weyland-yutani,sagemaker,2024-11-05 03:00:00,8047.24
weyland-yutani,ec2,2024-11-05 06:00:00,183.63
cyberdyne,s3,2024-11-05 07:00:00,6.06
ingen,ec2,2024-11-05 07:00:00,386.68
ingen,sagemaker,2024-11-05 07:00:00,999.92
weyland-yutani,sagemaker,2024-11-05 08:00:00,1784.15
ingen,s3,2024-11-05 13:00:00,18.69
ingen,cloudwatch,2024-11-05 16:00:00,20.57
weyland-yutani,ec2,2024-11-05 18:00:00,605.94
weyland-yutani,cloudwatch,2024-11-05 18:00:00,450.0
tyrell,sagemaker,2024-11-05 20:00:00,51.41
weyland-yutani,infinidash,2024-11-05 20:00:00,217.86
weyland-yutani,ec2,2024-11-05 20:00:00,817.64
cyberdyne,ec2,2024-11-05 22:00:00,123.24
tyrell,sagemaker,2024-11-05 22:00:00,420.0
ingen,infinidash,2024-11-05 23:00:00,229.7
ingen,s3,2024-11-05 23:00:00,112.18
weyland-yutani,cloudwatch,2024-11-05 23:00:00,232.47
tyrell,s3,2024-11-06 00:00:00,8.04
ingen,ec2,2024-11-06 01:00:00,95.24
cyberdyne,ec2,2024-11-06 02:00:00,115.2
ingen,sagemaker,2024-11-06 03:00:00,2528.42
ingen,infinidash,2024-11-06 03:00:00,325.59
weyland-yutani,infinidash,2024-11-06 03:00:00,377.31
weyland-yutani,ec2,2024-11-06 03:00:00,228.11
weyland-yutani,sagemaker,2024-11-06 03:00:00,301.74
tyrell,sagemaker,2024-11-06 05:00:00,123.3
weyland-yutani,sagemaker,2024-11-06 08:00:00,5621.09
weyland-yutani,infinidash,2024-11-06 13:00:00,360.23
weyland-yutani,ec2,2024-11-06 13:00:00,122.99
cyberdyne,ec2,2024-11-06 14:00:00,500.0
cyberdyne,cloudwatch,2024-11-06 15:00:00,40.87
weyland-yutani,infinidash,2024-11-06 15:00:00,2158.01
weyland-yutani,cloudwatch,2024-11-06 15:00:00,75.35
ingen,ec2,2024-11-06 17:00:00,38.3
weyland-yutani,infinidash,2024-11-06 20:00:00,466.92
cyberdyne,cloudwatch,2024-11-06 23:00:00,19.73
cyberdyne,sagemaker,2024-11-06 23:00:00,488.83
cyberdyne,infinidash,2024-11-06 23:00:00,181.78
weyland-yutani,infinidash,2024-11-06 23:00:00,699.44
ingen,ec2,2024-11-07 00:00:00,401.73
ingen,s3,2024-11-07 00:00:00,6.35
weyland-yutani,sagemaker,2024-11-07 00:00:00,3251.87
weyland-yutani,cloudwatch,2024-11-07 00:00:00,376.93
ingen,ec2,2024-11-07 03:00:00,727.43
tyrell,ec2,2024-11-07 04:00:00,18.72
weyland-yutani,ec2,2024-11-07 04:00:00,112.28
weyland-yutani,cloudwatch,2024-11-07 04:00:00,102.07
ingen,infinidash,2024-11-07 10:00:00,273.36
cyberdyne,sagemaker,2024-11-07 12:00:00,330.84
weyland-yutani,infinidash,2024-11-07 12:00:00,645.64
weyland-yutani,cloudwatch,2024-11-07 12:00:00,28.35
ingen,infinidash,2024-11-07 14:00:00,537.21
ingen,s3,2024-11-07 14:00:00,4.85
ingen,sagemaker,2024-11-07 17:00:00,526.29
ingen,s3,2024-11-07 17:00:00,10.72
cyberdyne,infinidash,2024-11-07 18:00:00,47.55
cyberdyne,ec2,2024-11-07 18:00:00,32.87
weyland-yutani,sagemaker,2024-11-07 18:00:00,396.04
weyland-yutani,ec2,2024-11-07 18:00:00,256.66
weyland-yutani,sagemaker,2024-11-07 20:00:00,1558.79
ingen,sagemaker,2024-11-07 22:00:00,363.15
weyland-yutani,infinidash,2024-11-07 22:00:00,1423.55
weyland-yutani,cloudwatch,2024-11-07 22:00:00,38.96
cyberdyne,infinidash,2024-11-07 23:00:00,89.12
cyberdyne,infinidash,2024-11-08 04:00:00,750.0
cyberdyne,ec2,2024-11-08 04:00:00,500.0
ingen,s3,2024-11-08 04:00:00,156.0
ingen,cloudwatch,2024-11-08 09:00:00,138.71
weyland-yutani,sagemaker,2024-11-08 10:00:00,401.6
weyland-yutani,infinidash,2024-11-08 12:00:00,112.5
weyland-yutani,cloudwatch,2024-11-08 12:00:00,50.71
cyberdyne,ec2,2024-11-08 15:00:00,100.47
ingen,ec2,2024-11-08 15:00:00,248.7
ingen,infinidash,2024-11-08 15:00:00,179.86
weyland-yutani,ec2,2024-11-08 16:00:00,935.64
weyland-yutani,sagemaker,2024-11-08 16:00:00,615.15
weyland-yutani,infinidash,2024-11-08 16:00:00,409.24
cyberdyne,infinidash,2024-11-08 18:00:00,183.24
cyberdyne,cloudwatch,2024-11-08 18:00:00,6.65
weyland-yutani,ec2,2024-11-08 18:00:00,759.27
cyberdyne,cloudwatch,2024-11-08 21:00:00,35.29
tyrell,sagemaker,2024-11-08 21:00:00,18.73
ingen,cloudwatch,2024-11-08 22:00:00,24.48
weyland-yutani,infinidash,2024-11-08 23:00:00,537.56
cyberdyne,infinidash,2024-11-09 02:00:00,428.03
tyrell,cloudwatch,2024-11-09 02:00:00,1.05
tyrell,cloudwatch,2024-11-09 03:00:00,3.44
weyland-yutani,ec2,2024-11-09 03:00:00,692.63
weyland-yutani,sagemaker,2024-11-09 03:00:00,764.83
ingen,infinidash,2024-11-09 06:00:00,247.64
cyberdyne,s3,2024-11-09 08:00:00,24.1
weyland-yutani,ec2,2024-11-09 09:00:00,1518.73
weyland-yutani,sagemaker,2024-11-09 09:00:00,4534.27
ingen,s3,2024-11-09 11:00:00,70.72
cyberdyne,s3,2024-11-09 15:00:00,58.8
cyberdyne,s3,2024-11-09 16:00:00,13.08
weyland-yutani,infinidash,2024-11-09 18:00:00,263.48
cyberdyne,ec2,2024-11-09 20:00:00,101.2
ingen,cloudwatch,2024-11-09 21:00:00,20.79
weyland-yutani,cloudwatch,2024-11-09 22:00:00,108.3
weyland-yutani,infinidash,2024-11-09 22:00:00,2151.94
weyland-yutani,sagemaker,2024-11-09 22:00:00,9000.0
weyland-yutani,sagemaker,2024-11-09 23:00:00,1298.65
ingen,infinidash,2024-11-10 00:00:00,811.67
ingen,ec2,2024-11-10 00:00:00,131.06
ingen,s3,2024-11-10 00:00:00,76.48
cyberdyne,ec2,2024-11-10 02:00:00,67.36
weyland-yutani,ec2,2024-11-10 03:00:00,440.91
weyland-yutani,sagemaker,2024-11-10 03:00:00,367.42
tyrell,infinidash,2024-11-10 04:00:00,9.25
weyland-yutani,cloudwatch,2024-11-10 09:00:00,80.09
weyland-yutani,sagemaker,2024-11-10 09:00:00,622.29
weyland-yutani,infinidash,2024-11-10 09:00:00,584.39
cyberdyne,ec2,2024-11-10 11:00:00,490.82
cyberdyne,s3,2024-11-10 11:00:00,33.32
cyberdyne,sagemaker,2024-11-10 15:00:00,305.42
cyberdyne,ec2,2024-11-10 15:00:00,41.47
weyland-yutani,sagemaker,2024-11-10 15:00:00,3878.71
weyland-yutani,ec2,2024-11-10 15:00:00,115.57
cyberdyne,cloudwatch,2024-11-10 17:00:00,39.03
weyland-yutani,cloudwatch,2024-11-10 17:00:00,80.6
weyland-yutani,sagemaker,2024-11-10 22:00:00,739.89
weyland-yutani,cloudwatch,2024-11-10 22:00:00,39.18
cyberdyne,cloudwatch,2024-11-11 03:00:00,40.02
cyberdyne,ec2,2024-11-11 03:00:00,75.5
cyberdyne,infinidash,2024-11-11 03:00:00,111.95
weyland-yutani,sagemaker,2024-11-11 03:00:00,1417.04
cyberdyne,ec2,2024-11-11 05:00:00,101.31
tyrell,sagemaker,2024-11-11 06:00:00,75.61
weyland-yutani,ec2,2024-11-11 06:00:00,265.68
cyberdyne,cloudwatch,2024-11-11 07:00:00,5.99
cyberdyne,s3,2024-11-11 07:00:00,99.56
ingen,ec2,2024-11-11 07:00:00,165.06
weyland-yutani,cloudwatch,2024-11-11 10:00:00,356.69
cyberdyne,s3,2024-11-11 11:00:00,30.78
cyberdyne,ec2,2024-11-11 11:00:00,133.63
ingen,ec2,2024-11-11 12:00:00,128.89
ingen,cloudwatch,2024-11-11 12:00:00,26.13
weyland-yutani,cloudwatch,2024-11-11 13:00:00,132.85
weyland-yutani,ec2,2024-11-11 13:00:00,160.05
ingen,ec2,2024-11-11 16:00:00,27.36
cyberdyne,cloudwatch,2024-11-11 20:00:00,8.82
weyland-yutani,ec2,2024-11-11 21:00:00,201.77
weyland-yutani,infinidash,2024-11-11 21:00:00,279.1
weyland-yutani,sagemaker,2024-11-11 21:00:00,1184.21
cyberdyne,s3,2024-11-11 22:00:00,37.71
ingen,ec2,2024-11-11 23:00:00,780.0
ingen,infinidash,2024-11-11 23:00:00,39.0
cyberdyne,ec2,2024-11-12 03:00:00,174.27
cyberdyne,s3,2024-11-12 03:00:00,38.65
weyland-yutani,infinidash,2024-11-12 03:00:00,199.46
weyland-yutani,cloudwatch,2024-11-12 03:00:00,89.69
weyland-yutani,ec2,2024-11-12 03:00:00,1948.1
cyberdyne,cloudwatch,2024-11-12 04:00:00,21.05
ingen,s3,2024-11-12 04:00:00,121.5
tyrell,sagemaker,2024-11-12 06:00:00,53.17
cyberdyne,cloudwatch,2024-11-12 08:00:00,22.43
weyland-yutani,sagemaker,2024-11-12 10:00:00,2279.05
weyland-yutani,sagemaker,2024-11-12 12:00:00,5180.38
weyland-yutani,cloudwatch,2024-11-12 12:00:00,36.58
ingen,s3,2024-11-12 14:00:00,27.76
tyrell,sagemaker,2024-11-12 15:00:00,94.13
weyland-yutani,sagemaker,2024-11-12 15:00:00,2097.5
tyrell,s3,2024-11-12 17:00:00,1.21
ingen,cloudwatch,2024-11-12 19:00:00,52.43
weyland-yutani,cloudwatch,2024-11-12 19:00:00,35.13
ingen,ec2,2024-11-12 23:00:00,15.600000000000001
ingen,cloudwatch,2024-11-12 23:00:00,59.2
weyland-yutani,cloudwatch,2024-11-13 01:00:00,19.99
weyland-yutani,infinidash,2024-11-13 01:00:00,906.91
weyland-yutani,cloudwatch,2024-11-13 05:00:00,29.89
cyberdyne,s3,2024-11-13 06:00:00,16.66
cyberdyne,cloudwatch,2024-11-13 06:00:00,8.66
ingen,cloudwatch,2024-11-13 07:00:00,35.02
ingen,infinidash,2024-11-13 07:00:00,53.05
weyland-yutani,sagemaker,2024-11-13 11:00:00,1359.73
weyland-yutani,cloudwatch,2024-11-13 11:00:00,35.77
weyland-yutani,ec2,2024-11-13 11:00:00,413.49
ingen,ec2,2024-11-13 12:00:00,24.63
weyland-yutani,cloudwatch,2024-11-13 12:00:00,86.53
cyberdyne,cloudwatch,2024-11-13 16:00:00,3.42
cyberdyne,infinidash,2024-11-13 16:00:00,55.69
weyland-yutani,s3,2024-11-13 16:00:00,450.0
weyland-yutani,infinidash,2024-11-13 18:00:00,676.38
weyland-yutani,sagemaker,2024-11-13 18:00:00,9000.0
weyland-yutani,cloudwatch,2024-11-13 18:00:00,64.06
ingen,infinidash,2024-11-13 19:00:00,264.0
ingen,s3,2024-11-13 19:00:00,53.26
ingen,ec2,2024-11-13 19:00:00,121.92
ingen,ec2,2024-11-14 00:00:00,122.79
ingen,cloudwatch,2024-11-14 00:00:00,5.57
cyberdyne,cloudwatch,2024-11-14 01:00:00,8.21
tyrell,cloudwatch,2024-11-14 03:00:00,4.8
cyberdyne,infinidash,2024-11-14 05:00:00,51.84
cyberdyne,ec2,2024-11-14 05:00:00,197.75
weyland-yutani,sagemaker,2024-11-14 06:00:00,3578.07
weyland-yutani,infinidash,2024-11-14 06:00:00,3375.0
weyland-yutani,ec2,2024-11-14 06:00:00,78.21
cyberdyne,s3,2024-11-14 07:00:00,38.67
ingen,ec2,2024-11-14 07:00:00,203.59
ingen,cloudwatch,2024-11-14 10:00:00,32.92
weyland-yutani,infinidash,2024-11-14 10:00:00,380.7
cyberdyne,s3,2024-11-14 12:00:00,13.3
cyberdyne,cloudwatch,2024-11-14 14:00:00,25.86
cyberdyne,ec2,2024-11-14 17:00:00,93.63
cyberdyne,infinidash,2024-11-14 17:00:00,406.57
weyland-yutani,infinidash,2024-11-14 17:00:00,133.21
weyland-yutani,ec2,2024-11-14 19:00:00,1069.54
weyland-yutani,ec2,2024-11-15 00:00:00,264.01
weyland-yutani,sagemaker,2024-11-15 00:00:00,868.68
cyberdyne,cloudwatch,2024-11-15 01:00:00,12.63
cyberdyne,s3,2024-11-15 01:00:00,46.53
cyberdyne,ec2,2024-11-15 01:00:00,124.38
cyberdyne,ec2,2024-11-15 02:00:00,154.32
weyland-yutani,infinidash,2024-11-15 05:00:00,112.62
weyland-yutani,sagemaker,2024-11-15 05:00:00,699.19
cyberdyne,s3,2024-11-15 07:00:00,13.58
ingen,infinidash,2024-11-15 07:00:00,544.28
ingen,ec2,2024-11-15 07:00:00,683.84
weyland-yutani,sagemaker,2024-11-15 07:00:00,2063.64
weyland-yutani,ec2,2024-11-15 07:00:00,2250.0
cyberdyne,cloudwatch,2024-11-15 08:00:00,16.23
